metal_type,pouring_temperature,mold_material,cooling_rate,section_thickness,pouring_speed,porosity,shrinkage,cold_shut
Steel,1504.79,ceramic,high,33.41,2.95,1,1,1
Cast Iron,1198.56,die,medium,15.89,2.19,0,0,0
Cast Iron,1217.48,sand,medium,24.47,2.83,1,1,1
Cast Iron,1338.49,die,medium,16.49,2.59,1,1,0
Aluminum,749.74,ceramic,medium,44.8,1.95,0,0,1
Steel,1552.86,ceramic,low,10.06,2.19,1,1,0
Steel,1535.85,sand,low,35.59,2.06,1,1,0
Steel,1556.27,ceramic,high,16.71,2.17,1,1,0
Aluminum,727.17,sand,medium,26.4,1.16,0,0,1
Aluminum,723.9,die,medium,18.47,1.52,0,0,1
Steel,1462.28,sand,low,19.55,1.98,1,1,0
Aluminum,681.03,sand,medium,16.72,0.59,0,0,1
Steel,1501.51,die,high,38.88,1.71,0,1,0
Aluminum,686.93,sand,high,21.46,2.65,0,0,1
Cast Iron,1218.86,sand,medium,37.69,1.73,1,1,1
Cast Iron,1307.42,ceramic,high,25.52,1.88,1,1,1
Steel,1562.14,die,high,29.63,1.0,0,0,0
Aluminum,650.46,sand,low,29.45,2.49,1,1,1
Aluminum,679.64,die,high,48.91,1.4,0,0,1
Cast Iron,1274.73,die,medium,21.52,2.89,1,1,0
Cast Iron,1174.05,sand,medium,14.35,2.98,1,0,0
Aluminum,657.12,ceramic,high,46.03,2.79,0,0,1
Aluminum,732.84,die,medium,12.87,0.71,0,0,0
Aluminum,695.27,sand,low,42.55,1.33,0,1,1
Aluminum,735.57,die,high,11.76,2.86,0,0,0
Aluminum,732.36,ceramic,high,34.64,2.51,0,0,1
Aluminum,739.34,ceramic,high,11.77,2.78,0,0,1
Steel,1457.24,ceramic,medium,46.54,1.93,1,1,1
Aluminum,668.61,sand,medium,30.43,1.7,0,0,1
Cast Iron,1209.23,sand,high,19.82,0.77,0,0,1
Steel,1470.43,ceramic,medium,11.31,2.6,1,1,0
Aluminum,698.55,sand,medium,21.7,2.36,0,0,1
Cast Iron,1309.8,ceramic,high,36.73,0.65,0,1,1
Steel,1592.68,sand,high,22.32,1.02,0,0,0
Cast Iron,1327.91,ceramic,medium,16.07,1.89,1,1,0
Aluminum,695.73,die,high,30.98,2.21,0,0,1
Aluminum,713.65,ceramic,high,23.8,0.84,0,0,1
Aluminum,673.07,ceramic,high,12.46,1.11,0,0,1
Aluminum,690.3,sand,high,11.93,0.98,0,0,1
Steel,1580.68,sand,medium,36.84,1.05,1,1,0
Steel,1454.38,sand,high,48.86,2.8,1,1,1
Cast Iron,1256.55,sand,low,15.49,2.29,1,1,0
Aluminum,737.28,sand,high,39.79,2.34,0,0,1
Cast Iron,1174.4,sand,low,8.94,2.48,1,1,0
Steel,1597.38,die,high,22.17,1.39,1,1,0
Aluminum,651.24,ceramic,low,27.8,2.42,1,1,1
Aluminum,738.61,ceramic,low,17.09,2.95,1,1,1
Steel,1503.05,ceramic,high,28.83,2.25,1,0,0
Steel,1469.9,die,high,44.72,1.54,0,1,0
Steel,1473.6,ceramic,high,47.5,2.29,1,1,1
Steel,1555.18,die,low,9.53,2.75,1,1,0
Steel,1580.61,die,medium,17.23,0.82,1,1,0
Aluminum,714.11,die,medium,49.06,1.16,0,0,1
Steel,1589.31,ceramic,high,17.17,2.8,1,0,0
Aluminum,734.25,die,medium,36.17,2.87,1,1,1
Aluminum,650.9,ceramic,medium,16.41,1.71,0,0,1
Steel,1550.41,ceramic,high,21.04,1.44,0,0,0
Steel,1495.7,sand,low,13.61,1.21,1,1,0
Aluminum,695.45,sand,high,43.53,1.75,0,0,1
Steel,1464.1,die,medium,44.72,2.84,1,1,1
Steel,1492.31,die,low,18.36,0.87,1,1,0
Steel,1544.9,ceramic,medium,42.06,1.55,1,1,1
Cast Iron,1193.68,die,low,21.12,2.78,1,1,0
Aluminum,714.75,die,medium,9.46,1.37,0,0,1
Cast Iron,1334.61,ceramic,high,39.11,2.42,1,0,1
Steel,1450.74,die,medium,31.84,1.47,1,1,0
Cast Iron,1307.15,die,medium,17.35,2.51,1,1,0
Steel,1546.2,ceramic,low,16.38,2.95,1,1,0
Cast Iron,1159.33,ceramic,medium,48.9,1.47,1,1,1
Steel,1568.53,sand,high,43.81,2.61,1,1,1
Cast Iron,1194.9,ceramic,high,41.44,2.97,1,1,1
Cast Iron,1203.16,sand,high,10.76,2.96,1,0,0
Cast Iron,1168.7,die,low,38.98,1.58,1,1,1
Aluminum,703.44,ceramic,low,14.65,1.71,0,1,1
Cast Iron,1249.64,ceramic,medium,48.98,1.26,0,1,1
Aluminum,684.72,ceramic,medium,7.34,1.29,0,0,1
Steel,1475.31,die,medium,20.85,1.73,1,1,0
Cast Iron,1317.59,sand,low,24.29,1.0,1,1,1
Steel,1581.46,die,low,42.09,2.28,1,1,0
Steel,1531.09,die,medium,39.48,1.84,1,1,0
Cast Iron,1198.85,ceramic,low,21.87,2.75,1,1,1
Aluminum,659.61,sand,low,30.45,2.53,1,1,1
Cast Iron,1323.71,die,high,42.6,1.31,0,1,1
Steel,1464.41,ceramic,high,5.82,1.76,1,0,0
Steel,1451.98,die,medium,41.1,2.38,1,1,1
Cast Iron,1243.88,die,medium,47.61,0.98,0,1,1
Aluminum,723.13,ceramic,high,6.44,0.58,0,0,1
Aluminum,695.75,ceramic,low,7.05,2.63,1,1,1
Steel,1457.71,sand,medium,20.5,0.84,1,1,0
Steel,1553.5,die,medium,8.95,2.72,1,1,0
Aluminum,714.23,ceramic,medium,26.57,2.78,0,0,1
Cast Iron,1286.31,ceramic,low,37.79,1.65,1,1,1
Steel,1481.68,sand,high,30.51,2.52,1,1,1
Aluminum,729.57,sand,medium,13.84,1.41,0,1,1
Steel,1521.88,ceramic,high,34.47,2.65,1,1,0
Cast Iron,1257.27,sand,high,35.82,2.56,0,0,1
Aluminum,704.58,ceramic,low,46.96,0.7,0,1,1
Steel,1493.02,die,low,11.61,1.96,1,1,0
Cast Iron,1200.03,sand,low,36.16,2.1,1,1,1
Steel,1450.71,die,low,46.01,0.5,1,1,1
Cast Iron,1229.32,die,low,27.57,2.95,1,1,0
Cast Iron,1247.02,die,low,21.28,1.52,1,1,0
Aluminum,724.28,ceramic,medium,12.68,1.79,0,0,1
Cast Iron,1163.33,die,high,44.01,0.99,0,0,1
Steel,1588.6,die,low,22.74,2.03,1,1,0
Cast Iron,1202.79,die,medium,46.62,2.53,1,1,1
Cast Iron,1223.34,ceramic,high,43.15,1.96,1,1,1
Aluminum,654.84,die,low,21.95,2.47,1,1,1
Cast Iron,1280.63,die,low,30.83,2.33,1,1,1
Cast Iron,1291.78,sand,medium,6.22,1.09,1,1,0
Steel,1589.32,ceramic,high,16.84,1.59,1,0,0
Aluminum,683.68,die,low,36.96,0.87,0,1,1
Aluminum,675.74,sand,high,35.51,0.6,0,0,1
Aluminum,722.61,ceramic,medium,20.9,0.66,0,0,1
Cast Iron,1291.36,ceramic,low,41.39,2.86,1,1,1
Aluminum,743.71,ceramic,high,15.61,2.96,0,0,1
Cast Iron,1191.06,ceramic,medium,25.76,0.74,0,1,1
Cast Iron,1291.06,ceramic,medium,26.26,1.34,0,1,0
Steel,1460.03,ceramic,low,20.34,0.79,1,1,0
Steel,1522.06,die,high,47.96,2.59,1,1,1
Steel,1467.91,die,low,36.35,1.74,1,1,0
Steel,1547.97,die,low,29.26,2.05,1,1,0
Steel,1540.22,die,high,27.97,1.85,1,1,0
Cast Iron,1159.77,sand,high,12.17,2.28,0,0,0
Cast Iron,1213.92,die,high,21.75,1.3,0,0,0
Aluminum,689.5,ceramic,medium,35.27,0.84,0,0,1
Cast Iron,1199.61,die,medium,46.61,0.54,0,1,1
Cast Iron,1157.73,die,high,41.74,1.61,0,0,1
Steel,1497.82,ceramic,medium,18.52,2.77,1,1,0
Cast Iron,1308.52,die,low,24.53,1.26,1,1,0
Steel,1504.02,die,high,8.73,0.99,1,1,0
Aluminum,682.34,die,low,9.6,2.82,1,1,0
Aluminum,744.18,sand,high,26.16,0.76,0,0,1
Cast Iron,1158.33,die,low,28.86,0.63,0,1,0
Aluminum,726.73,ceramic,high,16.88,2.7,0,0,1
Cast Iron,1246.62,ceramic,low,33.93,2.25,1,1,0
Aluminum,744.45,die,high,36.65,1.56,0,0,1
Steel,1509.02,die,high,18.46,2.38,1,1,0
Steel,1556.21,die,medium,39.13,2.35,1,1,1
Steel,1460.49,ceramic,low,14.25,0.6,1,1,0
Steel,1589.32,ceramic,medium,29.49,2.19,1,1,0
Cast Iron,1218.91,sand,low,41.19,2.1,1,1,1
Aluminum,702.4,sand,medium,29.17,2.91,1,1,1
Cast Iron,1177.7,sand,high,45.86,2.92,1,1,1
Steel,1591.83,ceramic,medium,7.63,1.44,1,1,0
Cast Iron,1284.59,sand,medium,31.47,1.97,1,1,1
Aluminum,655.39,die,high,30.28,0.85,0,0,1
Cast Iron,1181.04,die,medium,34.72,0.67,0,1,1
Aluminum,689.98,ceramic,high,42.5,1.58,0,0,1
Cast Iron,1193.35,sand,low,37.66,2.22,1,1,1
Aluminum,680.46,die,medium,40.56,1.92,0,0,1
Aluminum,749.75,ceramic,high,18.0,1.57,0,0,1
Steel,1548.8,sand,high,22.44,2.55,1,0,0
Aluminum,742.22,die,medium,33.2,2.49,0,1,1
Steel,1515.37,sand,low,29.91,2.33,1,1,0
Steel,1556.54,ceramic,medium,48.25,0.69,0,1,1
Steel,1518.95,sand,high,13.41,2.49,1,0,0
Cast Iron,1215.64,ceramic,low,20.81,2.8,1,1,0
Cast Iron,1253.83,sand,medium,30.77,0.65,0,1,1
Cast Iron,1235.46,die,high,44.06,1.5,0,1,1
Cast Iron,1346.11,ceramic,medium,46.82,2.97,1,1,1
Aluminum,699.62,ceramic,low,20.12,2.0,1,1,1
Aluminum,731.11,ceramic,low,8.02,1.78,0,1,1
Cast Iron,1283.36,sand,low,23.97,0.94,1,1,0
Aluminum,697.96,sand,low,22.75,1.91,1,1,1
Aluminum,697.42,die,low,49.39,1.6,0,1,1
Steel,1501.28,ceramic,medium,24.4,0.82,0,1,0
Steel,1466.05,ceramic,low,18.76,1.66,1,1,0
Steel,1564.22,sand,low,21.44,0.91,1,1,0
Steel,1587.71,sand,high,22.86,2.33,1,1,0
Aluminum,671.8,die,low,41.97,2.93,1,1,1
Cast Iron,1335.13,die,high,8.65,1.67,0,0,0
Aluminum,673.23,sand,high,19.24,2.08,0,0,1
Aluminum,703.01,ceramic,high,48.48,1.58,0,1,1
Aluminum,684.36,die,medium,11.89,0.85,0,0,1
Steel,1467.18,sand,medium,38.42,2.93,1,1,1
Steel,1457.93,sand,high,21.04,0.82,0,0,0
Steel,1504.8,ceramic,medium,31.18,0.78,1,1,1
Cast Iron,1159.47,sand,low,9.48,1.65,1,1,0
Aluminum,660.42,sand,medium,18.79,2.15,0,0,1
Cast Iron,1178.46,die,low,27.54,1.39,1,1,0
Steel,1450.29,sand,low,15.43,0.98,1,1,0
Cast Iron,1180.65,sand,medium,29.38,2.55,1,1,1
Aluminum,707.73,die,medium,14.89,1.41,0,0,1
Aluminum,731.95,ceramic,high,34.25,0.99,0,0,1
Steel,1479.01,ceramic,medium,45.7,1.41,1,1,1
Steel,1462.13,die,medium,8.85,1.04,0,0,0
Cast Iron,1295.9,die,medium,14.75,1.8,1,1,0
Steel,1451.22,ceramic,low,43.0,2.17,1,1,1
Steel,1560.12,ceramic,low,33.42,2.5,1,1,0
Aluminum,663.11,ceramic,low,8.54,1.07,0,0,0
Steel,1484.24,ceramic,high,26.89,0.92,0,1,0
Steel,1468.01,ceramic,high,14.44,0.55,0,0,0
Aluminum,674.73,die,high,13.96,1.07,0,0,1
Aluminum,729.82,sand,low,47.33,0.56,0,1,1
Cast Iron,1176.51,ceramic,medium,39.27,1.36,1,1,1
Steel,1599.12,ceramic,high,36.33,0.86,0,0,0
Aluminum,682.71,sand,high,15.75,1.95,0,0,1
Cast Iron,1334.39,sand,low,10.34,1.46,1,1,0
Cast Iron,1188.01,sand,high,44.19,0.73,0,1,1
Steel,1478.18,sand,medium,5.26,1.5,1,1,0
Steel,1534.8,sand,low,22.46,1.02,1,1,0
Cast Iron,1160.12,sand,low,17.49,2.2,1,1,1
Aluminum,730.1,die,medium,30.67,1.41,0,0,1
Cast Iron,1237.92,sand,medium,16.27,0.87,0,1,1
Steel,1554.88,sand,medium,19.0,1.37,1,1,0
Aluminum,667.46,die,high,43.25,1.06,0,0,1
Aluminum,714.24,sand,medium,32.14,2.49,0,1,1
Cast Iron,1268.81,ceramic,low,11.56,2.96,1,1,0
Steel,1563.35,ceramic,medium,37.69,0.56,0,1,0
Cast Iron,1209.48,sand,low,14.34,2.23,1,1,0
Cast Iron,1336.63,die,low,24.49,1.16,1,1,0
Cast Iron,1342.26,ceramic,high,34.1,0.67,0,0,1
Aluminum,736.81,die,medium,17.24,0.54,0,0,0
Aluminum,707.2,ceramic,high,22.28,2.7,0,0,1
Steel,1513.04,sand,medium,38.04,1.38,1,1,0
Steel,1458.7,die,medium,47.21,2.99,1,1,1
Cast Iron,1339.45,die,medium,28.82,1.61,1,1,1
Cast Iron,1340.36,die,medium,5.45,0.97,0,0,0
Cast Iron,1153.74,ceramic,medium,20.23,2.44,1,1,1
Steel,1503.53,ceramic,low,22.94,2.82,1,1,0
Aluminum,738.0,ceramic,low,20.26,2.54,1,1,1
Aluminum,658.09,sand,medium,24.63,2.36,0,1,1
Cast Iron,1189.31,ceramic,low,33.47,1.34,1,1,1
Cast Iron,1345.74,sand,high,10.45,0.66,0,0,0
Cast Iron,1319.46,die,high,17.27,1.0,0,0,0
Cast Iron,1332.41,die,high,27.84,1.62,0,0,0
Steel,1471.32,sand,medium,19.2,2.89,1,1,0
Aluminum,671.13,ceramic,medium,49.6,2.31,0,1,1
Cast Iron,1271.08,sand,low,24.41,2.57,1,1,1
Steel,1525.26,die,low,44.14,1.19,1,1,0
Cast Iron,1209.7,die,low,45.34,2.21,1,1,1
Cast Iron,1326.77,sand,high,42.62,2.66,1,0,1
Aluminum,740.14,ceramic,high,7.11,1.7,0,0,0
Cast Iron,1208.34,ceramic,high,47.65,1.57,0,0,1
Aluminum,665.58,sand,high,10.79,2.3,0,0,1
Aluminum,664.91,sand,low,6.55,1.9,0,1,1
Aluminum,698.44,ceramic,medium,23.65,2.98,0,0,1
Steel,1469.94,die,medium,13.76,1.56,1,1,0
Steel,1521.0,sand,high,13.29,0.94,0,0,0
Aluminum,696.19,ceramic,medium,17.95,1.68,0,0,1
Cast Iron,1326.82,ceramic,medium,16.18,1.09,0,1,0
Aluminum,679.62,die,medium,35.82,1.9,0,1,1
Cast Iron,1262.13,die,high,13.4,0.81,0,0,0
Aluminum,724.35,die,low,29.44,2.87,1,1,1
Cast Iron,1269.18,die,low,49.39,2.65,1,1,1
Steel,1593.11,die,medium,24.46,0.89,1,1,0
Cast Iron,1270.46,sand,low,33.88,0.93,0,1,0
Aluminum,740.19,ceramic,low,48.62,1.78,0,1,1
Steel,1486.76,sand,high,11.19,2.43,1,0,0
Cast Iron,1262.15,sand,high,23.84,1.05,0,0,0
Cast Iron,1258.66,sand,medium,43.26,0.65,0,1,1
Cast Iron,1347.89,sand,medium,46.95,1.86,1,1,1
Cast Iron,1190.9,sand,medium,32.06,2.23,1,1,1
Cast Iron,1178.2,die,high,11.45,1.11,0,0,0
Steel,1541.75,die,low,45.57,2.35,1,1,0
Steel,1483.55,ceramic,high,12.85,2.88,1,0,0
Steel,1545.87,sand,high,20.88,0.84,0,0,0
Steel,1595.87,ceramic,low,21.9,1.78,1,1,0
Aluminum,744.65,die,low,25.13,0.64,0,1,1
Steel,1484.67,die,medium,40.56,1.02,1,1,0
Cast Iron,1184.18,die,low,41.1,0.72,1,1,1
Cast Iron,1262.15,sand,low,37.38,1.51,1,1,1
Steel,1538.02,sand,low,6.0,2.55,1,1,0
Cast Iron,1282.45,die,low,30.42,1.94,1,1,0
Steel,1561.22,ceramic,medium,38.64,1.06,1,1,0
Cast Iron,1270.19,ceramic,medium,25.01,0.6,0,1,0
Aluminum,661.18,die,low,47.52,1.88,0,1,1
Aluminum,729.02,ceramic,low,42.07,0.83,0,1,1
Steel,1461.93,die,medium,33.72,1.36,0,1,0
Steel,1453.0,ceramic,medium,7.81,1.78,1,1,0
Steel,1565.45,die,low,34.36,2.76,1,1,0
Cast Iron,1259.67,ceramic,high,46.02,0.7,0,1,1
Steel,1554.79,sand,medium,22.08,2.17,1,1,0
Aluminum,688.27,die,medium,42.72,0.54,0,0,1
Cast Iron,1152.22,die,medium,19.09,2.07,1,1,0
Steel,1499.65,ceramic,low,30.65,1.88,1,1,1
Cast Iron,1271.63,die,low,34.18,2.53,1,1,0
Cast Iron,1195.14,die,medium,35.51,1.83,0,1,0
Steel,1553.17,die,low,44.71,1.38,1,1,0
Cast Iron,1308.88,sand,low,15.56,1.11,1,1,0
Aluminum,695.43,sand,medium,16.81,0.71,0,0,1
Aluminum,737.57,ceramic,low,36.68,1.84,0,1,1
Cast Iron,1320.96,sand,high,12.97,2.72,1,0,0
Steel,1581.71,ceramic,low,25.89,1.79,1,1,0
Cast Iron,1282.21,sand,low,5.9,2.35,1,1,0
Aluminum,680.48,ceramic,medium,11.34,1.25,0,0,1
Cast Iron,1246.25,sand,medium,35.55,1.62,1,1,1
Cast Iron,1292.1,sand,high,38.64,1.31,0,1,1
Aluminum,671.06,ceramic,low,10.19,0.77,0,1,1
Cast Iron,1297.77,die,high,15.25,1.54,0,0,0
Cast Iron,1259.62,die,high,9.45,2.41,1,0,0
Steel,1464.4,sand,medium,24.5,1.49,1,1,0
Steel,1533.59,ceramic,low,10.68,2.13,1,1,0
Aluminum,656.68,die,medium,24.68,2.4,0,0,1
Aluminum,651.43,ceramic,high,37.94,1.31,0,0,1
Aluminum,738.96,die,high,35.75,2.49,0,0,1
Steel,1523.49,ceramic,medium,17.62,1.35,1,1,0
Aluminum,704.33,sand,medium,35.32,1.14,0,1,1
Aluminum,677.99,ceramic,medium,46.75,1.06,0,1,1
Aluminum,704.27,die,medium,20.64,1.0,0,0,1
Steel,1475.33,sand,medium,19.81,2.34,1,1,0
Cast Iron,1299.13,ceramic,high,30.71,2.72,1,1,1
Aluminum,732.33,die,medium,16.05,1.08,0,0,1
Cast Iron,1321.18,sand,low,34.32,0.71,1,1,1
Aluminum,660.67,ceramic,high,42.45,1.28,0,0,1
Cast Iron,1261.55,die,high,25.67,2.14,0,0,0
Steel,1571.31,ceramic,low,35.58,1.42,1,1,1
Steel,1469.23,ceramic,low,34.33,1.87,1,1,0
Aluminum,659.95,sand,high,6.74,2.36,0,0,1
Cast Iron,1313.39,sand,medium,13.25,1.52,0,1,0
Steel,1569.51,die,high,45.21,3.0,1,1,0
Aluminum,694.87,sand,high,47.25,1.24,0,0,1
Aluminum,660.97,die,low,40.12,2.95,1,1,1
Steel,1527.42,ceramic,high,46.46,1.01,0,1,1
Steel,1509.22,ceramic,medium,18.78,0.78,1,1,0
Aluminum,701.85,die,low,16.15,2.38,1,1,1
Cast Iron,1237.98,ceramic,high,22.29,2.26,0,0,0
Cast Iron,1263.7,sand,high,7.49,2.53,1,0,0
Cast Iron,1295.43,ceramic,medium,41.44,1.36,1,1,1
Aluminum,727.49,sand,high,49.29,2.83,0,0,1
Steel,1547.35,die,high,42.08,0.8,0,1,0
Aluminum,669.89,die,high,29.97,0.58,0,0,1
Steel,1509.57,ceramic,high,18.29,1.25,0,0,0
Cast Iron,1164.24,ceramic,medium,13.9,2.49,1,1,1
Cast Iron,1240.33,sand,high,21.38,2.18,1,0,1
Steel,1595.55,sand,high,35.01,1.59,1,1,1
Steel,1546.26,ceramic,high,25.12,1.14,0,1,0
Aluminum,665.46,ceramic,low,47.03,0.65,0,1,1
Cast Iron,1203.72,die,medium,43.44,1.34,0,1,0
Aluminum,656.46,die,low,9.61,1.65,0,1,1
Aluminum,668.24,die,low,10.92,2.22,0,0,0
Aluminum,698.78,ceramic,medium,35.43,2.11,0,1,1
Cast Iron,1218.97,ceramic,low,15.38,2.87,1,1,0
Aluminum,670.4,ceramic,low,40.6,0.75,0,1,1
Aluminum,664.66,die,low,31.61,1.34,0,1,1
Aluminum,715.61,ceramic,medium,15.34,1.7,0,0,1
Aluminum,705.81,sand,high,26.54,2.18,0,0,1
Aluminum,734.26,ceramic,medium,23.27,1.74,0,0,1
Aluminum,668.33,ceramic,medium,44.29,2.78,0,1,1
Cast Iron,1319.6,ceramic,medium,6.45,2.02,1,1,0
Aluminum,707.79,ceramic,low,45.31,0.6,0,1,1
Steel,1489.93,ceramic,high,34.34,0.78,0,1,0
Aluminum,677.36,sand,medium,38.19,2.38,0,1,1
Aluminum,689.04,sand,medium,5.12,2.29,0,0,1
Cast Iron,1242.03,ceramic,high,33.27,0.88,0,0,1
Cast Iron,1166.5,die,high,31.48,0.65,0,0,0
Steel,1576.3,ceramic,high,29.17,1.95,1,1,0
Steel,1468.23,ceramic,low,40.36,2.09,1,1,1
Cast Iron,1246.69,ceramic,high,30.01,0.84,0,0,1
Cast Iron,1226.59,die,low,43.57,1.68,1,1,0
Aluminum,701.23,die,medium,15.47,1.26,0,0,1
Cast Iron,1327.5,die,low,41.27,2.83,1,1,0
Steel,1598.36,sand,high,13.07,1.05,0,0,0
Aluminum,652.03,die,low,41.59,2.33,1,1,1
Steel,1508.99,sand,high,47.32,1.8,1,1,1
Aluminum,731.76,sand,low,20.11,0.53,0,1,1
Cast Iron,1215.32,die,medium,28.84,1.79,0,1,0
Steel,1547.36,die,low,34.62,0.75,1,1,0
Aluminum,749.23,die,medium,8.58,2.15,0,0,0
Aluminum,714.68,sand,high,27.23,1.91,0,0,1
Cast Iron,1172.24,ceramic,medium,21.23,0.53,0,1,1
Cast Iron,1318.59,die,high,44.26,1.01,0,1,1
Cast Iron,1343.33,die,high,44.45,2.44,1,1,1
Steel,1556.88,die,medium,36.54,1.19,1,1,0
Aluminum,691.91,sand,medium,34.51,1.75,0,0,1
Cast Iron,1339.68,sand,low,38.02,1.28,1,1,1
Steel,1595.29,ceramic,low,21.47,2.8,1,1,0
Steel,1590.27,die,medium,23.2,1.84,1,1,0
Steel,1511.77,sand,medium,29.92,2.24,1,1,0
Cast Iron,1307.94,ceramic,medium,47.21,0.71,0,1,1
Cast Iron,1280.84,die,medium,37.58,0.6,0,1,0
Aluminum,667.97,sand,high,29.79,1.15,0,0,1
Aluminum,703.55,die,medium,39.67,1.27,0,1,1
Cast Iron,1299.54,die,medium,21.69,2.22,1,1,0
Steel,1584.39,sand,medium,37.87,1.92,1,1,0
Steel,1579.39,sand,medium,23.48,1.44,1,1,0
Steel,1473.2,sand,high,17.58,2.14,1,0,0
Aluminum,698.8,die,low,32.44,0.91,0,1,1
Steel,1521.74,die,low,35.91,0.66,1,1,0
Aluminum,739.87,ceramic,low,25.67,2.64,1,1,1
Aluminum,650.19,die,low,30.45,1.91,0,1,1
Steel,1560.81,sand,low,36.23,2.12,1,1,0
Steel,1542.8,die,high,39.55,1.27,1,1,0
Cast Iron,1334.31,ceramic,low,45.3,1.43,1,1,1
Cast Iron,1241.38,ceramic,high,20.95,0.71,0,0,0
Steel,1548.65,sand,high,47.82,2.64,1,1,1
Aluminum,747.27,sand,low,33.68,1.98,0,1,1
Aluminum,724.39,ceramic,low,40.45,0.71,0,1,1
Aluminum,656.74,ceramic,low,36.49,2.51,1,1,1
Aluminum,666.75,ceramic,medium,14.25,1.61,0,0,1
Aluminum,732.15,sand,high,8.21,2.41,0,0,1
Cast Iron,1216.96,ceramic,low,37.68,0.53,1,1,1
Steel,1555.89,ceramic,medium,28.0,0.57,0,1,0
Cast Iron,1289.96,sand,high,36.6,0.93,0,0,1
Aluminum,749.37,die,medium,26.46,1.03,0,1,1
Aluminum,696.99,die,medium,19.05,2.41,0,0,1
Aluminum,723.78,ceramic,low,17.83,2.27,1,1,1
Aluminum,654.88,die,high,37.87,2.04,0,0,1
Steel,1519.39,die,medium,17.46,2.71,1,1,0
Aluminum,668.67,die,high,37.16,1.12,0,0,1
Steel,1576.09,die,low,22.28,2.76,1,1,0
Aluminum,733.99,ceramic,high,39.69,2.77,0,0,1
Steel,1485.45,die,medium,11.43,1.59,0,0,0
Cast Iron,1213.66,die,medium,14.22,0.74,0,0,0
Aluminum,720.25,sand,high,35.87,2.32,0,0,1
Steel,1560.74,ceramic,medium,30.21,1.34,1,1,0
Cast Iron,1281.53,sand,medium,14.17,2.49,1,1,0
Aluminum,749.67,sand,medium,45.63,0.91,0,1,1
Aluminum,736.87,ceramic,low,17.42,1.85,0,1,1
Aluminum,691.71,die,low,23.95,1.77,0,1,1
Steel,1499.05,sand,medium,14.1,0.75,0,1,0
Steel,1539.53,ceramic,high,22.46,1.41,0,0,0
Cast Iron,1313.53,die,low,27.12,0.71,1,1,0
Steel,1521.3,ceramic,high,18.29,1.66,1,0,0
Steel,1560.65,sand,medium,39.61,2.61,1,1,1
Aluminum,651.92,die,medium,22.73,1.18,0,0,1
Aluminum,742.58,die,high,37.83,2.41,0,0,1
Aluminum,727.38,ceramic,low,14.32,0.96,0,1,1
Aluminum,689.42,die,high,21.97,2.18,0,0,1
Aluminum,688.4,sand,high,5.36,2.79,0,0,1
Aluminum,660.29,sand,medium,39.14,1.31,0,1,1
Aluminum,731.62,sand,low,33.16,2.75,1,1,1
Cast Iron,1303.73,ceramic,high,41.8,1.76,1,1,1
Cast Iron,1276.05,die,low,25.5,1.29,1,1,0
Cast Iron,1170.29,die,medium,40.99,2.74,1,1,0
Cast Iron,1202.47,die,low,34.14,0.58,1,1,1
Aluminum,695.89,sand,medium,5.16,0.57,0,0,1
Cast Iron,1203.19,die,low,16.42,2.0,1,1,0
Aluminum,693.4,sand,high,27.23,2.49,0,0,1
Cast Iron,1195.19,die,medium,32.84,2.38,1,1,0
Steel,1502.44,sand,high,7.95,0.7,0,0,0
Cast Iron,1280.46,die,medium,36.73,2.88,1,1,1
Cast Iron,1328.47,ceramic,low,29.46,2.26,1,1,0
Aluminum,688.5,ceramic,low,28.66,2.87,1,1,1
Cast Iron,1288.38,sand,medium,18.14,1.32,1,1,0
Steel,1470.22,sand,medium,31.77,2.23,1,1,0
Aluminum,704.08,die,medium,6.24,2.65,0,0,0
Aluminum,742.17,die,low,7.91,1.45,1,1,1
Cast Iron,1155.59,ceramic,medium,38.02,2.91,1,1,1
Aluminum,676.76,die,medium,19.49,1.16,0,0,1
Aluminum,663.25,sand,high,20.61,1.29,0,0,1
Aluminum,703.31,sand,medium,14.38,2.8,0,0,1
Aluminum,717.96,sand,high,25.05,2.92,0,0,1
Aluminum,655.78,sand,high,7.34,1.21,0,0,1
Aluminum,657.03,sand,high,18.52,0.84,0,0,1
Steel,1580.44,ceramic,low,28.72,2.4,1,1,0
Cast Iron,1241.25,ceramic,high,25.95,2.82,1,0,1
Steel,1519.44,sand,medium,49.99,2.0,1,1,1
Aluminum,744.46,die,low,22.49,2.09,0,1,1
Aluminum,682.02,sand,low,22.41,2.41,1,1,1
Cast Iron,1329.4,ceramic,low,27.66,0.88,1,1,0
Steel,1596.14,sand,low,13.56,2.93,1,1,0
Cast Iron,1198.34,ceramic,low,44.43,1.41,1,1,1
Steel,1527.11,ceramic,low,30.75,2.07,1,1,0
Aluminum,703.44,sand,low,13.64,1.67,0,1,1
Cast Iron,1323.23,sand,high,40.7,1.67,0,0,1
Cast Iron,1210.78,die,medium,6.54,2.26,1,0,0
Aluminum,729.8,ceramic,medium,49.22,2.99,1,1,1
Cast Iron,1344.2,die,high,43.93,2.15,1,1,1
Steel,1576.05,sand,high,31.08,2.49,1,1,0
Steel,1586.37,ceramic,low,10.01,0.57,1,1,0
Steel,1556.25,die,low,14.69,2.53,1,1,0
Steel,1585.59,die,high,17.57,1.25,0,0,0
